record_id,dept_id,date,transactions,errors,delay_minutes
25887,102,2024-09-19,344,51,27
25888,105,2024-07-08,490,54,5
25889,103,2024-05-01,263,16,7
25890,101,2024-12-20,110,15,25
25891,103,2024-02-22,451,12,17
25892,102,2024-06-01,259,15,2
25893,105,2024-04-08,184,20,11
25894,103,2024-03-28,384,52,51
25895,104,2024-10-06,141,21,33
25896,103,2024-12-27,278,14,12
25897,102,2024-05-31,377,45,58
25898,105,2024-02-02,82,3,18
25899,104,2024-08-11,317,1,25
25900,104,2024-05-22,408,55,39
25901,103,2024-08-08,156,20,17
25902,102,2024-07-10,238,12,47
25903,103,2024-06-22,500,57,54
25904,101,2024-02-24,467,14,48
25905,104,2024-12-24,161,23,32
25906,104,2024-03-21,416,23,11
25907,101,2024-03-30,312,15,30
25908,102,2024-09-02,419,4,7
25909,103,2024-01-11,237,11,49
25910,102,2024-12-08,246,23,53
25911,103,2024-08-19,75,6,55
25912,102,2024-11-03,226,1,13
25913,102,2024-02-19,307,23,43
25914,103,2024-05-17,329,47,46
25915,104,2024-10-29,141,21,33
25916,102,2024-07-12,132,17,57
25917,101,2024-01-19,80,5,22
25918,101,2024-10-06,216,10,56
25919,104,2024-07-14,170,23,57
25920,104,2024-06-01,264,3,7
25921,105,2024-04-08,496,24,5
25922,103,2024-10-07,391,0,42
25923,101,2024-07-22,491,0,45
25924,101,2024-01-05,325,46,3
25925,105,2024-04-28,275,14,19
25926,102,2024-07-10,60,2,0
25927,105,2024-07-10,253,33,24
25928,102,2024-05-01,360,43,31
25929,102,2024-04-30,213,7,16
25930,103,2024-05-20,384,43,6
25931,101,2024-08-20,254,9,22
25932,104,2024-05-18,320,4,24
25933,103,2024-06-20,391,40,26
25934,101,2024-06-23,199,10,3
25935,104,2024-07-25,57,4,14
25936,103,2024-12-19,257,17,48
25937,102,2024-11-09,140,1,1
25938,104,2024-04-03,71,3,47
25939,102,2024-08-06,271,14,39
25940,102,2024-12-19,163,14,13
25941,103,2024-11-24,107,15,41
25942,104,2024-12-08,253,31,5
25943,103,2024-07-28,381,47,58
25944,103,2024-10-10,360,41,19
25945,101,2024-10-10,339,25,7
25946,102,2024-05-06,421,39,18
25947,101,2024-06-30,453,28,2
25948,102,2024-11-13,330,34,53
25949,102,2024-02-27,81,9,31
25950,105,2024-02-07,478,61,12
25951,101,2024-12-22,442,60,19
25952,101,2024-01-09,263,36,27
25953,103,2024-08-11,365,20,42
25954,105,2024-04-23,160,24,42
25955,101,2024-04-10,387,56,35
25956,105,2024-07-17,495,4,30
25957,105,2024-10-29,418,52,21
25958,104,2024-07-01,276,35,51
25959,102,2024-10-28,195,14,58
25960,101,2024-12-04,349,45,48
25961,104,2024-02-03,424,14,53
25962,105,2024-10-21,469,48,15
25963,102,2024-09-15,137,0,49
25964,105,2024-07-14,81,8,37
25965,103,2024-04-10,269,30,46
25966,105,2024-12-12,134,16,47
25967,105,2024-08-24,484,66,7
25968,102,2024-07-20,293,13,45
25969,102,2024-07-26,496,69,29
25970,102,2024-04-19,235,4,59
25971,101,2024-05-06,417,30,5
25972,104,2024-10-01,429,47,48
25973,105,2024-05-11,146,16,22
25974,103,2024-10-11,209,3,8
25975,101,2024-07-19,153,22,41
25976,103,2024-11-13,355,47,30
25977,102,2024-05-02,430,14,19
25978,101,2024-11-25,371,46,23
25979,102,2024-09-11,443,27,34
25980,101,2024-12-26,90,10,27
25981,103,2024-07-23,219,32,1
25982,101,2024-07-15,144,17,41
25983,101,2024-03-14,257,5,39
25984,102,2024-10-19,52,2,39
25985,103,2024-09-03,378,20,17
25986,102,2024-11-13,171,11,11
25987,101,2024-01-05,431,38,51
25988,102,2024-03-28,89,7,57
25989,104,2024-05-08,257,24,43
25990,104,2024-01-23,235,9,59
25991,105,2024-11-20,62,6,19
25992,101,2024-03-24,427,4,43
25993,103,2024-04-08,158,19,40
25994,102,2024-01-23,499,29,5
25995,101,2024-03-12,61,1,39
25996,102,2024-05-09,379,53,14
25997,102,2024-08-04,194,2,14
25998,104,2024-07-22,96,11,0
25999,104,2024-01-09,82,5,25
26000,103,2024-07-21,434,50,32
26001,101,2024-11-14,234,22,21
26002,102,2024-05-25,179,23,7
26003,101,2024-02-18,210,8,7
26004,105,2024-06-27,311,1,22
26005,105,2024-10-08,204,5,14
26006,101,2024-12-16,240,34,16
26007,104,2024-01-27,116,12,24
26008,102,2024-09-27,314,44,5
26009,104,2024-07-25,326,27,10
26010,105,2024-09-21,272,8,55
26011,101,2024-04-25,347,37,19
26012,103,2024-11-03,108,6,4
26013,103,2024-11-30,409,17,10
26014,104,2024-04-18,183,25,36
26015,105,2024-04-17,234,9,38
26016,105,2024-07-27,195,11,41
26017,103,2024-12-12,128,11,22
26018,103,2024-02-17,302,19,13
26019,105,2024-08-29,129,19,33
26020,103,2024-09-18,344,20,19
26021,101,2024-04-29,203,18,49
26022,105,2024-01-16,62,1,6
26023,105,2024-11-07,73,7,42
26024,104,2024-12-04,162,15,5
26025,102,2024-07-11,458,14,53
26026,102,2024-04-14,172,25,34
26027,102,2024-03-21,452,2,7
26028,103,2024-10-22,332,27,29
26029,102,2024-12-28,402,4,36
26030,103,2024-09-20,475,55,13
26031,103,2024-02-26,67,8,31
26032,105,2024-12-03,147,8,56
26033,105,2024-06-19,223,23,21
26034,102,2024-02-11,122,13,22
26035,102,2024-06-13,287,32,48
26036,105,2024-02-14,150,10,36
26037,105,2024-01-08,452,55,21
26038,104,2024-06-02,238,9,33
26039,104,2024-12-14,127,10,2
26040,101,2024-08-18,224,12,31
26041,104,2024-03-01,495,55,14
26042,103,2024-02-09,247,24,48
26043,104,2024-12-12,316,22,16
26044,103,2024-06-27,179,3,20
26045,103,2024-10-08,268,13,8
26046,101,2024-06-11,269,11,14
26047,102,2024-03-26,63,0,11
26048,105,2024-11-16,193,22,41
26049,104,2024-10-20,484,17,51
26050,102,2024-04-14,226,19,49
26051,102,2024-11-08,200,5,60
26052,101,2024-04-06,334,15,19
26053,104,2024-10-30,161,14,29
26054,105,2024-08-09,85,2,19
26055,101,2024-07-07,87,9,47
26056,105,2024-07-26,340,24,10
26057,102,2024-06-29,450,20,41
26058,103,2024-11-14,286,23,19
26059,101,2024-02-12,94,13,37
26060,101,2024-09-25,451,20,33
26061,105,2024-04-24,336,39,42
26062,101,2024-11-18,339,36,60
26063,103,2024-03-19,275,35,7
26064,105,2024-07-26,142,21,36
26065,101,2024-02-05,474,64,32
26066,105,2024-03-03,281,42,55
26067,103,2024-09-02,396,10,30
26068,102,2024-07-12,381,1,60
26069,105,2024-02-29,429,39,11
26070,103,2024-06-04,123,6,57
26071,103,2024-02-03,105,3,20
26072,101,2024-11-28,261,12,56
26073,105,2024-06-29,181,25,46
26074,104,2024-09-03,152,11,55
26075,102,2024-12-26,205,27,18
26076,105,2024-05-28,338,32,9
26077,104,2024-02-04,350,37,26
26078,103,2024-10-17,156,12,15
26079,102,2024-01-21,347,48,18
26080,102,2024-08-24,376,16,44
26081,103,2024-07-30,495,16,24
26082,105,2024-03-04,102,2,6
26083,101,2024-02-01,373,11,43
26084,105,2024-10-05,478,51,53
26085,101,2024-01-27,435,30,43
26086,104,2024-01-22,440,6,55
26087,103,2024-12-02,405,57,58
26088,101,2024-09-09,53,4,16
26089,103,2024-05-17,162,17,7
26090,101,2024-07-27,292,21,21
26091,101,2024-04-05,142,1,22
26092,104,2024-08-09,486,10,44
26093,103,2024-11-26,162,6,54
26094,101,2024-01-05,66,7,27
26095,104,2024-01-07,320,39,31
26096,105,2024-05-30,133,15,14
26097,105,2024-05-28,144,17,26
26098,103,2024-08-24,199,18,51
26099,103,2024-03-05,332,43,45
26100,103,2024-08-28,397,53,42
26101,105,2024-04-03,109,12,20
26102,105,2024-03-19,329,34,8
26103,102,2024-06-13,206,8,18
26104,104,2024-04-11,400,15,47
26105,101,2024-12-08,492,1,15
26106,105,2024-08-06,369,5,16
26107,104,2024-04-04,108,1,40
26108,104,2024-10-29,50,1,17
26109,102,2024-08-27,382,54,44
26110,102,2024-12-05,354,12,42
26111,104,2024-06-14,123,17,53
26112,101,2024-01-10,180,6,34
26113,103,2024-09-20,217,19,0
26114,104,2024-07-01,166,0,39
26115,105,2024-09-08,495,9,38
26116,102,2024-01-16,394,40,32
26117,101,2024-05-14,352,0,42
26118,103,2024-07-04,297,15,40
26119,104,2024-12-01,354,32,31
26120,105,2024-08-28,212,3,46
26121,105,2024-07-26,139,19,53
26122,103,2024-09-17,431,27,38
26123,102,2024-08-26,235,8,1
26124,102,2024-12-29,325,46,13
26125,103,2024-08-10,380,32,30
26126,101,2024-12-28,136,9,47
26127,105,2024-01-22,60,7,53
26128,103,2024-09-10,411,5,60
26129,105,2024-10-28,167,4,13
26130,101,2024-12-06,75,7,40
26131,103,2024-07-10,112,12,27
26132,102,2024-07-11,498,48,38
26133,103,2024-09-28,180,3,2
26134,102,2024-08-25,131,11,21
26135,102,2024-01-26,400,5,24
26136,105,2024-06-04,135,5,22
26137,105,2024-01-10,144,3,17
26138,101,2024-08-06,274,32,39
26139,101,2024-06-05,440,18,57
26140,105,2024-02-02,393,21,11
26141,105,2024-07-17,86,10,22
26142,103,2024-11-13,98,1,41
26143,102,2024-05-16,247,22,11
26144,103,2024-09-04,236,18,38
26145,104,2024-09-08,183,3,3
26146,105,2024-07-28,166,20,17
26147,101,2024-01-04,437,9,38
26148,104,2024-09-30,74,3,45
26149,105,2024-10-28,183,7,60
26150,105,2024-11-22,106,1,16
26151,103,2024-11-16,144,20,14
26152,105,2024-04-17,296,24,53
26153,103,2024-02-05,346,3,34
26154,105,2024-03-08,470,57,10
26155,104,2024-02-12,399,49,28
26156,104,2024-03-10,200,29,54
26157,101,2024-08-29,297,15,27
26158,101,2024-09-04,308,10,33
26159,102,2024-07-02,378,39,5
26160,104,2024-07-29,267,12,40
26161,104,2024-05-12,229,13,53
26162,101,2024-03-25,484,23,9
26163,105,2024-09-09,136,3,25
26164,101,2024-08-29,50,1,27
26165,102,2024-10-06,174,19,36
26166,102,2024-12-30,383,9,45
26167,101,2024-02-27,102,6,43
26168,103,2024-05-17,62,2,55
26169,102,2024-04-12,101,6,24
26170,102,2024-08-20,91,11,53
26171,104,2024-01-26,403,30,28
26172,104,2024-12-15,92,5,11
26173,104,2024-02-26,182,14,59
26174,105,2024-03-20,374,10,37
26175,102,2024-12-03,293,9,32
26176,105,2024-04-11,140,3,26
26177,104,2024-05-06,347,40,48
26178,105,2024-07-12,179,5,36
26179,101,2024-08-15,206,10,20
26180,104,2024-06-02,53,1,2
26181,101,2024-04-22,349,20,8
26182,102,2024-04-04,200,19,51
26183,101,2024-01-13,414,32,50
26184,104,2024-06-07,360,0,32
26185,104,2024-06-07,437,49,13
26186,105,2024-08-18,412,33,19
26187,101,2024-01-20,402,24,27
26188,103,2024-06-27,309,22,8
26189,101,2024-05-20,474,50,48
26190,102,2024-12-08,317,27,6
26191,102,2024-04-24,119,10,33
26192,104,2024-10-07,276,32,14
26193,104,2024-11-04,102,10,15
26194,101,2024-02-11,197,2,57
26195,103,2024-06-21,476,6,29
26196,105,2024-02-08,488,14,59
26197,101,2024-08-11,469,45,12
26198,102,2024-11-05,303,7,27
26199,104,2024-08-12,110,10,46
26200,105,2024-09-18,464,24,4
26201,101,2024-04-03,310,34,5
26202,102,2024-01-21,314,21,56
26203,104,2024-04-10,309,11,53
26204,105,2024-12-17,107,14,34
26205,102,2024-06-23,476,56,32
26206,101,2024-06-27,145,14,20
26207,102,2024-12-03,378,35,8
26208,104,2024-06-26,216,25,16
26209,101,2024-03-04,246,20,26
26210,105,2024-01-27,442,44,30
26211,101,2024-03-13,318,34,26
26212,101,2024-08-30,195,12,29
26213,101,2024-10-26,141,10,1
26214,105,2024-07-21,117,3,11
26215,103,2024-06-10,390,50,17
26216,102,2024-07-31,241,0,30
26217,105,2024-12-29,310,0,35
26218,103,2024-04-01,288,10,46
26219,101,2024-08-04,143,12,15
26220,105,2024-07-17,115,3,24
26221,103,2024-01-11,311,31,39
26222,101,2024-11-11,307,44,30
26223,105,2024-08-08,142,16,0
26224,104,2024-07-16,94,12,18
26225,102,2024-12-31,405,49,53
26226,105,2024-08-11,96,2,60
26227,102,2024-09-16,493,65,51
26228,102,2024-05-08,138,12,0
26229,104,2024-01-18,407,9,0
26230,101,2024-10-29,143,20,36
26231,101,2024-05-17,357,12,19
26232,103,2024-12-01,68,8,47
26233,104,2024-05-31,215,18,14
26234,102,2024-07-19,175,18,23
26235,104,2024-01-05,282,7,38
26236,102,2024-11-19,368,9,24
26237,102,2024-08-16,302,16,41
26238,103,2024-06-26,249,15,24
26239,101,2024-01-02,305,14,1
26240,102,2024-08-10,265,13,60
26241,103,2024-06-21,170,17,37
26242,103,2024-12-04,146,2,34
26243,103,2024-02-03,437,38,41
26244,105,2024-11-26,157,4,23
26245,105,2024-12-02,65,2,36
26246,104,2024-02-02,255,30,13
26247,105,2024-09-30,450,56,33
26248,105,2024-07-31,248,21,43
26249,102,2024-02-29,382,47,28
26250,103,2024-04-29,283,39,49
26251,105,2024-12-18,77,2,59
26252,104,2024-05-27,462,46,4
26253,105,2024-10-10,474,3,59
26254,105,2024-06-15,107,0,40
26255,105,2024-04-11,105,9,42
26256,101,2024-12-28,362,30,15
26257,105,2024-02-11,167,18,24
26258,103,2024-05-25,263,34,28
26259,105,2024-05-03,388,39,8
26260,105,2024-11-25,411,42,23
26261,105,2024-01-27,242,4,44
26262,103,2024-10-05,402,22,24
26263,105,2024-11-11,293,38,12
26264,101,2024-12-01,387,20,45
26265,105,2024-03-24,331,33,57
26266,102,2024-11-03,169,15,1
26267,103,2024-08-08,219,16,47
26268,101,2024-09-09,482,43,10
26269,104,2024-05-31,426,21,35
26270,104,2024-07-05,195,7,44
26271,104,2024-06-03,363,54,7
26272,105,2024-02-06,363,47,13
26273,101,2024-10-11,420,56,20
26274,102,2024-07-19,129,10,49
26275,105,2024-03-03,404,46,40
26276,104,2024-07-02,376,42,37
26277,103,2024-02-20,393,49,3
26278,101,2024-05-03,77,2,33
26279,103,2024-01-12,483,7,7
26280,103,2024-11-05,98,2,3
26281,103,2024-03-31,408,49,40
26282,102,2024-08-21,83,11,55
26283,105,2024-07-03,377,40,53
26284,105,2024-10-06,206,24,41
26285,105,2024-10-06,429,35,43
26286,102,2024-08-21,303,12,41
26287,103,2024-07-11,408,54,4
26288,103,2024-07-29,135,5,27
26289,101,2024-01-25,227,27,3
26290,105,2024-08-16,116,16,19
26291,103,2024-11-02,497,56,23
26292,105,2024-07-31,306,45,1
26293,104,2024-07-07,138,15,44
26294,103,2024-07-17,223,19,59
26295,105,2024-12-31,342,46,43
26296,103,2024-10-05,194,23,15
26297,101,2024-09-15,425,2,18
26298,104,2024-04-27,76,1,23
26299,104,2024-02-27,159,9,46
26300,104,2024-06-19,128,6,51
26301,102,2024-04-17,134,16,53
26302,104,2024-12-03,271,33,40
26303,105,2024-05-18,410,3,3
26304,105,2024-12-25,147,8,33
26305,102,2024-02-25,482,37,14
26306,104,2024-05-28,382,19,48
26307,101,2024-09-07,366,34,16
26308,103,2024-02-04,213,14,6
26309,102,2024-05-10,271,24,38
26310,105,2024-05-07,129,2,18
26311,101,2024-09-24,104,12,19
26312,101,2024-01-09,218,10,42
26313,104,2024-08-25,442,66,43
26314,103,2024-06-25,152,3,29
26315,105,2024-05-27,104,8,44
26316,102,2024-05-20,347,2,43
26317,102,2024-10-31,335,10,60
26318,103,2024-11-17,326,31,51
26319,104,2024-03-11,148,0,30
26320,103,2024-03-09,215,19,53
26321,103,2024-10-24,62,3,22
26322,104,2024-08-14,338,39,54
26323,102,2024-06-16,287,7,20
26324,104,2024-12-27,285,31,30
26325,102,2024-07-21,412,20,44
26326,102,2024-08-10,232,3,6
26327,105,2024-12-30,479,25,46
26328,101,2024-12-28,217,2,37
26329,104,2024-01-28,275,27,55
26330,101,2024-09-21,58,7,56
26331,103,2024-11-08,351,21,31
26332,101,2024-04-08,358,2,14
26333,103,2024-06-14,131,7,23
26334,104,2024-09-15,472,27,46
26335,105,2024-02-08,157,20,13
26336,103,2024-02-12,490,23,20
26337,105,2024-06-22,105,3,37
26338,104,2024-03-30,250,7,28
26339,104,2024-06-03,57,8,47
26340,105,2024-12-17,135,8,48
26341,105,2024-07-03,250,23,57
26342,105,2024-07-07,120,3,59
26343,102,2024-07-12,442,51,37
26344,101,2024-06-25,316,11,8
26345,102,2024-02-22,480,61,2
26346,105,2024-07-02,177,25,28
26347,103,2024-12-02,345,10,13
26348,105,2024-01-21,325,17,40
26349,101,2024-09-29,168,19,17
26350,105,2024-07-26,393,25,27
26351,105,2024-07-04,300,23,16
26352,104,2024-08-23,486,21,35
26353,105,2024-12-24,221,16,37
26354,105,2024-09-03,154,12,7
26355,101,2024-02-22,58,0,47
26356,105,2024-08-19,429,11,5
26357,104,2024-05-12,433,37,51
26358,104,2024-02-26,93,1,51
26359,101,2024-10-09,379,8,22
26360,105,2024-10-30,371,53,26
26361,104,2024-05-22,202,2,51
26362,101,2024-08-14,78,9,3
26363,102,2024-05-16,286,41,21
26364,103,2024-02-26,308,4,34
26365,101,2024-03-13,159,11,6
26366,105,2024-10-04,483,42,15
26367,101,2024-01-18,177,21,47
26368,103,2024-12-11,393,48,33
26369,101,2024-08-25,407,6,30
26370,101,2024-04-08,445,65,17
26371,105,2024-05-29,269,5,56
26372,102,2024-08-16,474,69,9
26373,103,2024-11-13,302,44,53
26374,104,2024-11-21,312,35,58
26375,102,2024-11-17,309,46,3
26376,101,2024-06-26,277,15,51
26377,102,2024-07-03,220,18,40
26378,104,2024-09-29,361,15,50
26379,102,2024-02-05,118,11,40
26380,103,2024-06-26,373,10,29
26381,103,2024-09-15,398,57,34
26382,103,2024-01-11,99,2,49
26383,103,2024-10-30,415,34,33
26384,102,2024-03-03,436,28,5
26385,101,2024-09-02,71,10,14
26386,105,2024-08-01,65,0,22
26387,101,2024-05-03,194,17,43
26388,103,2024-01-14,237,19,41
26389,103,2024-07-28,168,0,1
26390,103,2024-12-08,489,44,9
26391,104,2024-09-22,381,35,45
26392,101,2024-03-05,320,47,6
26393,101,2024-01-02,460,50,54
26394,103,2024-12-23,225,7,34
26395,104,2024-07-19,70,1,31
26396,101,2024-11-06,476,57,10
26397,103,2024-07-23,130,0,37
26398,102,2024-10-26,241,13,11
26399,102,2024-06-17,168,4,28
26400,103,2024-04-26,222,2,37
26401,105,2024-08-03,290,25,9
26402,101,2024-02-11,74,10,10
26403,102,2024-03-26,307,21,17
26404,101,2024-06-15,377,34,36
26405,104,2024-11-16,428,51,49
26406,102,2024-10-09,269,20,41
26407,102,2024-11-04,320,9,59
26408,104,2024-07-28,214,10,27
26409,104,2024-12-30,490,0,57
26410,102,2024-04-16,205,6,49
26411,104,2024-07-04,144,10,40
26412,105,2024-04-28,486,18,50
26413,105,2024-08-08,412,42,59
26414,101,2024-08-14,485,6,25
26415,103,2024-06-18,498,35,15
26416,103,2024-02-25,329,42,3
26417,105,2024-02-08,220,29,45
26418,103,2024-11-22,345,21,47
26419,101,2024-08-01,402,43,27
26420,102,2024-02-24,280,38,51
26421,101,2024-10-09,75,8,3
26422,105,2024-02-05,197,22,25
26423,103,2024-11-08,313,13,27
26424,104,2024-11-25,170,12,42
26425,102,2024-02-24,302,44,53
26426,101,2024-08-25,263,18,49
26427,105,2024-06-16,305,36,6
26428,102,2024-02-15,273,22,41
26429,101,2024-03-21,468,45,5
26430,102,2024-11-03,224,6,23
26431,101,2024-01-03,192,12,1
26432,104,2024-01-01,474,3,58
26433,101,2024-06-01,384,41,45
26434,105,2024-12-25,114,10,7
26435,102,2024-07-02,304,23,22
26436,105,2024-02-10,180,11,51
26437,104,2024-08-30,220,20,18
26438,104,2024-03-17,79,1,11
26439,104,2024-09-03,188,13,13
26440,104,2024-02-07,144,4,60
26441,105,2024-02-22,296,36,5
26442,102,2024-12-18,101,8,5
26443,105,2024-10-20,271,22,29
26444,101,2024-12-15,442,2,22
26445,101,2024-11-12,387,45,17
26446,105,2024-03-21,396,43,51
26447,102,2024-11-17,200,15,57
26448,104,2024-03-07,210,20,15
26449,101,2024-07-30,413,18,28
26450,103,2024-03-17,476,21,37
26451,103,2024-08-17,281,31,59
26452,101,2024-03-25,200,13,39
26453,105,2024-09-27,349,15,29
26454,101,2024-05-19,312,44,58
26455,101,2024-12-05,419,53,15
26456,104,2024-09-30,451,65,59
26457,105,2024-07-20,100,11,8
26458,104,2024-07-10,52,5,15
26459,105,2024-08-29,77,4,17
26460,104,2024-11-13,294,4,56
26461,104,2024-09-24,332,18,36
26462,102,2024-04-12,62,9,60
26463,103,2024-12-19,182,1,16
26464,104,2024-10-16,484,45,47
26465,101,2024-07-31,487,64,58
26466,101,2024-04-18,375,28,17
26467,102,2024-01-01,241,4,17
26468,102,2024-07-31,136,17,58
26469,105,2024-10-17,271,7,60
26470,105,2024-11-25,90,11,55
26471,103,2024-05-08,154,17,13
26472,102,2024-09-03,426,12,1
26473,102,2024-06-21,494,60,40
26474,104,2024-10-21,88,0,43
26475,105,2024-01-15,95,13,12
26476,104,2024-07-07,205,9,12
26477,103,2024-06-28,477,46,54
26478,104,2024-08-02,98,0,36
26479,104,2024-02-03,466,36,4
26480,102,2024-11-19,140,15,44
26481,103,2024-10-02,388,19,35
26482,101,2024-01-18,162,20,48
26483,105,2024-05-01,421,14,35
26484,103,2024-01-19,169,15,18
26485,101,2024-01-11,223,33,34
26486,101,2024-04-05,204,22,26
26487,101,2024-06-07,375,1,55
26488,104,2024-08-22,381,57,4
26489,102,2024-03-13,300,3,0
26490,102,2024-02-08,90,1,55
26491,103,2024-07-04,314,1,57
26492,101,2024-06-04,137,5,1
26493,103,2024-06-30,101,8,46
26494,105,2024-12-24,74,7,48
26495,102,2024-10-11,421,22,19
26496,102,2024-08-16,287,25,13
26497,101,2024-11-13,350,12,44
26498,102,2024-01-14,380,6,38
26499,105,2024-07-24,230,31,10
26500,104,2024-09-30,351,15,54
26501,102,2024-05-15,381,34,59
26502,102,2024-11-07,404,28,59
26503,103,2024-11-19,484,6,17
26504,105,2024-12-13,280,0,39
26505,103,2024-03-08,399,48,21
26506,101,2024-01-21,410,41,19
26507,105,2024-01-02,177,9,36
26508,101,2024-10-17,115,11,40
26509,103,2024-03-20,107,8,43
26510,102,2024-02-04,78,5,35
26511,101,2024-02-28,381,18,19
26512,105,2024-08-24,328,33,5
26513,103,2024-12-19,363,31,10
26514,104,2024-02-15,295,17,49
26515,103,2024-03-10,303,22,14
26516,105,2024-05-29,267,23,57
26517,103,2024-06-25,66,4,3
26518,103,2024-11-03,162,11,20
26519,104,2024-04-15,162,10,12
26520,102,2024-08-25,191,21,31
26521,105,2024-08-01,157,17,57
26522,104,2024-06-22,473,26,20
26523,104,2024-11-01,97,14,16
26524,104,2024-01-18,380,30,9
26525,103,2024-02-17,396,13,29
26526,105,2024-05-31,474,37,60
26527,101,2024-03-15,247,19,2
26528,104,2024-04-07,261,38,27
26529,102,2024-12-27,324,35,19
26530,104,2024-03-17,427,0,45
26531,104,2024-04-14,101,0,40
26532,103,2024-12-24,479,67,23
26533,102,2024-01-31,102,4,3
26534,104,2024-12-25,414,42,49
26535,102,2024-04-21,499,14,46
26536,103,2024-04-05,334,7,2
26537,104,2024-12-17,406,51,14
26538,104,2024-04-19,422,18,36
26539,101,2024-12-09,115,1,31
26540,105,2024-05-25,216,28,55
26541,103,2024-09-03,181,3,59
26542,104,2024-10-21,483,44,58
26543,102,2024-01-11,490,7,0
26544,104,2024-01-11,113,0,31
26545,103,2024-07-04,441,4,15
26546,103,2024-11-08,222,33,18
26547,104,2024-05-14,405,42,34
26548,102,2024-06-13,171,4,6
26549,104,2024-01-01,388,54,55
26550,102,2024-06-09,480,2,4
26551,103,2024-06-13,377,17,7
26552,103,2024-08-29,219,1,34
26553,102,2024-05-23,116,5,23
26554,105,2024-01-19,312,9,60
26555,102,2024-01-24,403,2,44
26556,101,2024-06-23,465,52,20
26557,105,2024-11-17,320,36,20
26558,102,2024-11-05,101,11,4
26559,105,2024-05-01,418,6,47
26560,104,2024-08-04,179,10,17
26561,105,2024-01-29,259,25,45
26562,101,2024-09-14,467,57,57
26563,103,2024-11-12,56,6,58
26564,104,2024-02-22,284,34,24
26565,105,2024-11-30,405,26,10
26566,105,2024-01-24,216,27,29
26567,105,2024-07-16,234,14,34
26568,104,2024-05-17,206,26,12
26569,103,2024-04-16,224,9,55
26570,101,2024-03-31,244,18,44
26571,104,2024-02-14,375,43,16
26572,102,2024-07-05,372,30,12
26573,105,2024-11-19,148,19,23
26574,101,2024-03-10,366,31,45
26575,101,2024-02-19,415,7,49
26576,105,2024-03-30,438,46,8
26577,102,2024-11-10,147,20,40
26578,104,2024-04-06,215,16,13
26579,104,2024-06-23,464,10,58
26580,101,2024-03-24,182,14,27
26581,102,2024-12-28,446,47,9
26582,104,2024-02-29,344,2,29
26583,104,2024-02-17,363,8,49
26584,104,2024-10-19,270,9,26
26585,105,2024-05-13,374,46,29
26586,102,2024-01-14,220,22,48
26587,104,2024-05-29,438,46,35
26588,103,2024-06-09,314,31,46
26589,101,2024-10-04,203,2,60
26590,105,2024-12-25,435,21,2
26591,101,2024-01-04,462,12,36
26592,104,2024-11-27,372,21,25
26593,102,2024-09-12,113,2,39
26594,105,2024-04-21,74,2,2
26595,101,2024-12-01,460,65,5
26596,105,2024-12-10,349,39,13
26597,101,2024-11-20,151,16,45
26598,101,2024-05-09,165,16,50
26599,104,2024-12-16,431,48,37
26600,105,2024-06-05,135,5,25
26601,103,2024-10-12,480,33,27
26602,101,2024-01-23,156,11,51
26603,102,2024-07-02,300,6,4
26604,101,2024-09-21,154,2,45
26605,104,2024-02-21,268,1,9
26606,103,2024-07-03,244,28,43
26607,101,2024-07-11,132,18,10
26608,105,2024-12-07,81,4,7
26609,103,2024-01-08,472,17,47
26610,103,2024-06-03,467,57,54
26611,102,2024-01-15,234,13,56
26612,105,2024-02-27,132,4,10
26613,105,2024-04-06,285,28,16
26614,104,2024-06-21,109,10,37
26615,102,2024-04-17,159,17,28
26616,104,2024-09-15,364,35,36
26617,102,2024-03-02,451,45,44
26618,102,2024-03-08,353,24,59
26619,105,2024-10-02,132,17,15
26620,103,2024-03-19,125,10,48
26621,101,2024-04-17,146,15,60
26622,103,2024-09-24,152,0,27
26623,102,2024-01-11,218,18,37
26624,103,2024-12-25,434,61,13
26625,103,2024-06-30,177,21,1
26626,102,2024-06-13,224,10,3
26627,101,2024-09-19,117,1,42
26628,102,2024-06-21,419,49,21
26629,105,2024-03-04,179,21,16
26630,102,2024-06-09,189,20,17
26631,105,2024-12-26,187,12,3
26632,101,2024-08-26,193,7,51
26633,103,2024-09-06,418,54,2
26634,103,2024-02-23,412,22,59
26635,105,2024-11-28,420,36,33
26636,105,2024-08-21,388,50,19
26637,103,2024-12-18,424,46,23
26638,105,2024-10-07,479,56,14
26639,105,2024-01-11,391,18,10
26640,104,2024-08-02,437,29,55
26641,103,2024-03-18,182,16,11
26642,105,2024-10-06,83,12,45
26643,101,2024-06-14,249,27,13
26644,101,2024-04-20,88,2,13
26645,105,2024-11-15,240,35,36
26646,104,2024-08-17,301,29,59
26647,105,2024-06-29,78,10,22
26648,103,2024-07-03,178,25,25
26649,105,2024-11-20,83,2,52
26650,102,2024-12-14,153,12,17
26651,104,2024-12-10,190,1,57
26652,105,2024-06-28,269,2,32
26653,101,2024-12-20,124,8,3
26654,105,2024-10-19,494,44,13
26655,102,2024-03-22,184,9,51
26656,104,2024-04-27,215,13,47
26657,104,2024-12-08,162,22,20
26658,101,2024-08-19,455,41,46
26659,101,2024-08-24,487,23,34
26660,103,2024-01-31,449,8,49
26661,103,2024-11-25,140,15,4
26662,102,2024-10-06,407,19,47
